,Loss,IoU
124,0.01833175548485347,0.9640029349497387
125,0.018210087503705705,0.964233051453318
126,0.018357951726232256,0.9639499017170498
127,0.018477393048150197,0.9637191763945988
128,0.018281593918800354,0.964096833552633
129,0.01850399374961853,0.9636683400188174
130,0.018314057162829807,0.964035051209586
131,0.018465206027030945,0.9637440123728344
132,0.018144260559763228,0.9643622849668775
133,0.018601434571402415,0.9634818711451122
134,0.01816301473549434,0.9643245126519885
135,0.01834245664732797,0.9639789589813778
136,0.01815878919192723,0.9643326359135764
137,0.01836791847433363,0.9639300469841275
138,0.01819318107196263,0.9642683480467115
139,0.018113953726632253,0.9644212552479335
140,0.018249443599155972,0.9641579517296383
141,0.018259657280785695,0.9641406578677041
142,0.018374223794255937,0.963919922709465
143,0.01810888946056366,0.9644296169281006
144,0.018379028354372298,0.9639090384755816
145,0.01842690791402544,0.9638179923806872
146,0.01802672232900347,0.964588884796415
147,0.017675529633249556,0.9652668982744217
148,0.01791148739201682,0.964810020157269
149,0.01795553309576852,0.9647270696503776
